EventID,Seq,Type,Name,Text,Condition,Action,NextID,Race,Gender
SLY,RACE_LINE,TALK,,서로 다른 곳에서 왔더라도 말은 통할 수 있겠지.,,,GENDER_LINE,,
SLY,GENDER_LINE,TALK,,나는 {MonsterName}. 용건을 듣겠다.,,,OPEN,,
SLY,OPEN,CHOICE,System,어떤 태도로 말을 걸까?,,,"OPEN_GENTLE,OPEN_THREAT,OPEN_REASON,OPEN_LEAVE",,
SLY,OPEN_GENTLE,BRANCH,플레이어,[우호] 먼저 인사한다,,TONE:Gentle,REACT_GENTLE,,
SLY,OPEN_THREAT,BRANCH,플레이어,[위압] 물러서지 않고 맞선다,,TONE:Threat,REACT_THREAT,,
SLY,OPEN_REASON,BRANCH,플레이어,[설득] 협력할 이유를 설명한다,,TONE:Persuade,REACT_REASON,,
SLY,OPEN_LEAVE,BRANCH,플레이어,[종료] 대화를 마친다,,,FAREWELL,,
SLY,REACT_GENTLE,TALK,,첫인상은 나쁘지 않네. 그 친절 뒤에 뭐가 있는지 들어 볼까?,,,CHECK_MOOD:ROUND2,,
SLY,REACT_THREAT,TALK,,겁을 주면 조건이 유리해질 줄 알았나? 계산이 꽤 거칠군.,,,CHECK_MOOD:ROUND2,,
SLY,REACT_REASON,TALK,,서로 얻는 게 있는 제안이라면 귀를 기울여 주지.,,,CHECK_MOOD:ROUND2,,
SLY,ROUND2,CHOICE,System,어떻게 대화를 이어 갈까?,,,"SECOND_RELIEVE,SECOND_FLIRT,SECOND_REQUEST,SECOND_INSULT",,
SLY,SECOND_RELIEVE,BRANCH,플레이어,[안심] 서로 해치지 말자고 한다,,TONE:Relieve,REACT_RELIEVE,,
SLY,SECOND_FLIRT,BRANCH,플레이어,[호감] 재치 있게 칭찬한다,,TONE:Flirt,REACT_FLIRT,,
SLY,SECOND_REQUEST,BRANCH,플레이어,[요청] 내 사정을 설명한다,,TONE:Request,REACT_NEED,,
SLY,SECOND_INSULT,BRANCH,플레이어,[모욕] 상대를 깎아내린다,,TONE:Insult,REACT_INSULT,,
SLY,REACT_RELIEVE,TALK,,안심하라는 말은 누구나 하지. 약속을 지킬 근거는 있고?,,,CHECK_MOOD:NEGO_START,,
SLY,REACT_FLIRT,TALK,,"후후, 말솜씨가 제법인데? 그 재치라면 심심하지는 않겠어.",,,CHECK_MOOD:NEGO_START,,
SLY,REACT_INSULT,TALK,,거래 상대를 깎아내리는 건 최악의 협상법이야. 기억해 둬.,,,CHECK_MOOD:ANGRY,,
SLY,NEGO_START,CHOICE,,이제 본론으로 가자. 서로 어떤 이익을 얻는 거지?,,,"THIRD_REASON,THIRD_REQUEST,THIRD_MAD,THIRD_LEAVE",,
SLY,THIRD_REASON,BRANCH,플레이어,[설득] 서로의 역할과 책임을 설명한다,,TONE:Persuade,REACT_PLAN,,
SLY,THIRD_REQUEST,BRANCH,플레이어,[요청] 도움이 필요하다고 말한다,,TONE:Request,REACT_REQUEST,,
SLY,THIRD_MAD,BRANCH,플레이어,[화냄] 답답하다며 화를 낸다,,TONE:Mad,REACT_MAD,,
SLY,THIRD_LEAVE,BRANCH,플레이어,[종료] 대화를 마친다,,,FAREWELL,,
SLY,REACT_PLAN,TALK,,위험은 나누고 성과도 나눈다… 흥미로운 계산이네.,,,CHECK_MOOD:GOAL,,
SLY,REACT_REQUEST,TALK,,내 도움을 원하는 건 알겠어. 네 몫도 잊지 마.,,,CHECK_MOOD:GOAL,,
SLY,REACT_MAD,TALK,,감정이 앞서면 손해를 보는 법이지. 진정하는 게 어때?,,,CHECK_MOOD:GOAL,,
SLY,GOAL,CHOICE,,"그래, 마지막 조건을 말해 봐.",,,"ASK_JOIN,ASK_ITEM,ASK_LEAVE",,
SLY,ASK_JOIN,BRANCH,플레이어,[동료] 함께 가자고 제안한다,,TONE:Persuade,JOIN_CHECK,,
SLY,ASK_ITEM,BRANCH,플레이어,[보상] 물품이나 다른 도움을 요청한다,,,REWARD_CHOICE,,
SLY,ASK_LEAVE,BRANCH,플레이어,[종료] 여기서 대화를 마친다,,,FAREWELL,,
SLY,JOIN_CHECK,TALK,,동행 계약이라… 받아들일 만한 조건인지 따져 보겠어.,,,CHECK_MOOD:TRADE:Recruit,,
SLY,ITEM_CHECK,TALK,,내 물건이 탐나나 보군. 넘길 만한 게 있는지 볼까?,,,CHECK_MOOD:TRADE:Item,,
SLY,SUCCESS_RECRUIT,TALK,,계약 성립이야. 서로 손해 보지 않는 사이가 되어 보자고.,,,END,,
SLY,FAIL_RECRUIT,TALK,,이번 제안은 받지 않겠어. 나도 사정이 있거든.,,,END,,
SLY,SUCCESS_ITEM,TALK,,이건 넘겨주지. 잘 써서 오래 살아남으라고.,,,END,,
SLY,FAIL_ITEM,TALK,,지금 내놓을 물건은 없어. 빈손으로 돌아가겠네.,,,END,,
SLY,INSUFFICIENT_ITEM,TALK,,지급할 자원이 부족하거나 안전하게 건넬 수 없는 상태군요. 아무것도 받지 않았으니 이만 마칠게요.,,,END,,
SLY,FAREWELL,TALK,,이번 거래는 여기까지군. 다음 기회에 보자.,,,END,,
SLY,NEGO_REJECT,TALK,,더 거래할 가치는 없겠군. 대화는 끝이야.,,,END,,
SLY,FAIL,TALK,,더 거래할 가치는 없겠군. 대화는 끝이야.,,,END,,
SLY,REACT_NEED,TALK,,내 도움을 원하는 건 알겠어. 네 몫도 잊지 마.,,,CHECK_MOOD:NEGO_START,,
SLY,REWARD_CHOICE,CHOICE,System,어떤 도움을 요청할까?,,,"REQUEST_ITEM,REQUEST_GOLD,REQUEST_RECOVERY,REWARD_LEAVE",,
SLY,REQUEST_ITEM,BRANCH,플레이어,[물건] 아이템 하나를 나눠 달라고 한다,,TONE:Request,ITEM_CHECK,,
SLY,REQUEST_GOLD,BRANCH,플레이어,[돈] {RewardGold} GOLD를 부탁한다,,TONE:Request,GOLD_CHECK,,
SLY,REQUEST_RECOVERY,BRANCH,플레이어,[회복] 교섭자의 HP 또는 MP 회복을 부탁한다,,,RECOVERY_CHOICE,,
SLY,REWARD_LEAVE,BRANCH,플레이어,[종료] 대화를 마친다,,,FAREWELL,,
SLY,RECOVERY_CHOICE,CHOICE,System,누구의 자원을 회복하는지 확인하자. 회복 대상은 지금 교섭하는 아군이다.,,,"REQUEST_HP,REQUEST_MP,RECOVERY_LEAVE",,
SLY,REQUEST_HP,BRANCH,플레이어,[HP] HP 최대 {RewardHP} 회복을 부탁한다,,TONE:Request,HP_CHECK,,
SLY,REQUEST_MP,BRANCH,플레이어,[MP] MP 최대 {RewardMP} 회복을 부탁한다,,TONE:Request,MP_CHECK,,
SLY,RECOVERY_LEAVE,BRANCH,플레이어,[종료] 대화를 마친다,,,FAREWELL,,
SLY,GOLD_CHECK,TALK,System,(돈 지원을 요청한다.),,,CHECK_MOOD:TRADE:Gold,,
SLY,HP_CHECK,TALK,System,(교섭자의 HP 회복을 요청한다.),,,CHECK_MOOD:TRADE:HP,,
SLY,MP_CHECK,TALK,System,(교섭자의 MP 회복을 요청한다.),,,CHECK_MOOD:TRADE:MP,,
SLY,DEMAND_GOLD,TALK,,"좋아, 조건부터 맞추자. 먼저 네가 내 몫을 건네는 거야. 공동 활동에 쓸 돈이 필요하다.",,,COST_GOLD,,
SLY,COST_GOLD,CHOICE,System,요구: {DemandGold} GOLD. 지급한 자원은 환불되지 않는다. 상대가 대가만 받고 도망칠 수 있다.,,,"ACCEPT_GOLD,REFUSE_GOLD",,
SLY,ACCEPT_GOLD,BRANCH,플레이어,[지급] {DemandGold} GOLD 건네기,,TONE:Accept,PAY_GOLD,,
SLY,REFUSE_GOLD,BRANCH,플레이어,[거절] 아무것도 주지 않고 대화를 마친다,,,REFUSED,,
SLY,PAY_GOLD,TALK,System,(건넬 자원을 확인한다.),,,CHECK_MOOD:PAY:Gold,,
SLY,DEMAND_ITEM,TALK,,"좋아, 조건부터 맞추자. 먼저 네가 내 몫을 건네는 거야. 여행에 쓸 물품이 필요하다.",,,COST_ITEM,,
SLY,COST_ITEM,CHOICE,System,요구: {DemandItem} 1개. 지급한 자원은 환불되지 않는다. 상대가 대가만 받고 도망칠 수 있다.,,,"ACCEPT_ITEM,REFUSE_ITEM",,
SLY,ACCEPT_ITEM,BRANCH,플레이어,[지급] {DemandItem} 1개 건네기,,TONE:Accept,PAY_ITEM,,
SLY,REFUSE_ITEM,BRANCH,플레이어,[거절] 아무것도 주지 않고 대화를 마친다,,,REFUSED,,
SLY,PAY_ITEM,TALK,System,(건넬 자원을 확인한다.),,,CHECK_MOOD:PAY:Item,,
SLY,DEMAND_HP,TALK,,"좋아, 조건부터 맞추자. 먼저 네가 내 몫을 건네는 거야. 네 생명력을 아주 조금 나누어 줘.",,,COST_HP,,
SLY,COST_HP,CHOICE,System,요구: 교섭자의 HP {DemandHP}. 지급 후 HP가 1 이상 남아야 한다. 지급한 자원은 환불되지 않는다. 상대가 대가만 받고 도망칠 수 있다.,,,"ACCEPT_HP,REFUSE_HP",,
SLY,ACCEPT_HP,BRANCH,플레이어,[지급] 교섭자의 HP {DemandHP} 건네기,,TONE:Accept,PAY_HP,,
SLY,REFUSE_HP,BRANCH,플레이어,[거절] 아무것도 주지 않고 대화를 마친다,,,REFUSED,,
SLY,PAY_HP,TALK,System,(건넬 자원을 확인한다.),,,CHECK_MOOD:PAY:HP,,
SLY,DEMAND_MP,TALK,,"좋아, 조건부터 맞추자. 먼저 네가 내 몫을 건네는 거야. 네 마력을 아주 조금 나누어 줘.",,,COST_MP,,
SLY,COST_MP,CHOICE,System,요구: 교섭자의 MP {DemandMP}. MP가 부족하면 지급하지 않는다. 지급한 자원은 환불되지 않는다. 상대가 대가만 받고 도망칠 수 있다.,,,"ACCEPT_MP,REFUSE_MP",,
SLY,ACCEPT_MP,BRANCH,플레이어,[지급] 교섭자의 MP {DemandMP} 건네기,,TONE:Accept,PAY_MP,,
SLY,REFUSE_MP,BRANCH,플레이어,[거절] 아무것도 주지 않고 대화를 마친다,,,REFUSED,,
SLY,PAY_MP,TALK,System,(건넬 자원을 확인한다.),,,CHECK_MOOD:PAY:MP,,
SLY,REFUSED,TALK,System,(요구를 거절했다. 자원을 지급하지 않고 대화를 마쳤다.),,,END,,
SLY,TRADE_DECLINED,TALK,,지금은 그 조건을 받아들일 수 없겠어.,,,END,,
SLY,SUCCESS_GOLD,TALK,,거래 성립이야. 이번에는 약속대로 해 주지. {RewardGold} GOLD를 건넸다.,,,END,,
SLY,SUCCESS_HP,TALK,,"거래 성립이야. 이번에는 약속대로 해 주지. 상처가 조금 아물었다. (최대 {RewardHP}, 최대 HP와 회복 효과에 따라 달라짐.)",,,END,,
SLY,SUCCESS_MP,TALK,,"거래 성립이야. 이번에는 약속대로 해 주지. 마력이 조금 돌아왔다. (최대 {RewardMP}, 최대 MP까지만 회복.)",,,END,,
SLY,FLED,TALK,,고맙게 받았어! 하지만 같이 남겠다고는 안 했잖아? 잘 있어!,,,FLED_NOTICE,,
SLY,FLED_NOTICE,TALK,System,(몬스터가 받은 것만 챙겨 도망쳤다. 이번 교섭의 합류·보상은 없다.),,,END,,
SLY,FAIL_REWARD,TALK,System,(지급은 끝났지만 상황이 바뀌어 지원을 받지 못했다. 대화가 종료된다.),,,END,,
SLY,RACE_LINE,,,인간이라고 모두 같은 편은 아니지. 어느 깃발 아래 섰는지보다 어떤 약속을 지키는지가 중요해.,,,,Human,
SLY,RACE_LINE,,,낯선 기척은 먼저 경계하게 돼. 거리를 지키고 네 뜻을 보여 줘.,,,,Beast,
SLY,RACE_LINE,,,생김새가 다르다고 마음까지 모를 거라 생각하지 마. 말이 통한다면 서로 이해할 수도 있겠지.,,,,Demihuman,
SLY,RACE_LINE,,,악마와 이야기하러 왔다면 네가 원하는 것과 감수할 일을 분명히 해 둬.,,,,Demon,
SLY,RACE_LINE,,,용의 힘을 빌리고 싶다면 그 무게도 알아야 해. 잠깐의 변덕으로 부르지는 않았겠지?,,,,Dragon,
SLY,RACE_LINE,,,교섭 요청을 수신했다. 공동 목표와 수행할 역할을 확인한다.,,,,Machine,
SLY,RACE_LINE,,,뿌리를 내린 곳과 자라 온 시간을 함부로 다루지 마. 함께 가려면 그 점을 알아 줘.,,,,Plant,
SLY,RACE_LINE,,,보이는 몸만이 전부는 아니야. 기척과 흐름을 존중한다면 이야기가 통할 거야.,,,,Spirit,
SLY,RACE_LINE,,,삶이 끝났다고 모든 뜻이 사라지는 건 아니야. 아직 남은 의지가 있어.,,,,Undead,
SLY,RACE_LINE,,,요정의 약속을 가볍게 여기지 마. 재미로 한 말도 누군가에게는 진심일 수 있으니까.,,,,Fairy,
SLY,RACE_LINE,,,이름 앞에 무릎을 꿇기보다 네 뜻을 밝혀. 신의 힘을 빌려 무엇을 하려는 거지?,,,,Divine,
SLY,RACE_LINE,,,만들어진 몸이라고 아무 명령이나 따르지는 않아. 네 요청을 받아들일 이유가 필요해.,,,,Construct,
SLY,RACE_LINE,,,익숙한 모습이 아니라고 뜻까지 없는 건 아니야. 서로 이해할 방법을 찾아보자.,,,,Aberration,
SLY,GENDER_LINE,,,{MonsterName}이라고 해. 손해 보는 거래는 하지 않는 편이지.,,,,,Male
SLY,GENDER_LINE,,,내 이름은 {MonsterName}. 조건이 좋다면 이야기는 달라지겠지?,,,,,Female
SLY,GENDER_LINE,,,{MonsterName}이라고 부르면 돼. 이제 조건을 맞춰 볼까?,,,,,None
FOOLISH,INTRO,TALK,,응? 싸움 멈춰? 무슨 말 할 건데?,,,RACE_LINE,,
FOOLISH,RACE_LINE,TALK,,서로 다른 곳에서 왔더라도 말은 통할 수 있겠지.,,,GENDER_LINE,,
FOOLISH,GENDER_LINE,TALK,,나는 {MonsterName}. 용건을 듣겠다.,,,OPEN,,
FOOLISH,OPEN,CHOICE,System,어떤 태도로 말을 걸까?,,,"OPEN_GENTLE,OPEN_THREAT,OPEN_REASON,OPEN_LEAVE",,
FOOLISH,OPEN_GENTLE,BRANCH,플레이어,[우호] 먼저 인사한다,,TONE:Gentle,REACT_GENTLE,,
FOOLISH,OPEN_THREAT,BRANCH,플레이어,[위압] 물러서지 않고 맞선다,,TONE:Threat,REACT_THREAT,,
FOOLISH,OPEN_REASON,BRANCH,플레이어,[설득] 협력할 이유를 설명한다,,TONE:Persuade,REACT_REASON,,
FOOLISH,OPEN_LEAVE,BRANCH,플레이어,[종료] 대화를 마친다,,,FAREWELL,,
FOOLISH,REACT_GENTLE,TALK,,나한테 말해? 응. 듣고 있어.,,,CHECK_MOOD:ROUND2,,
FOOLISH,REACT_THREAT,TALK,,왜 큰소리야? 아프게 하면 나도 화낼 거야!,,,CHECK_MOOD:ROUND2,,
FOOLISH,REACT_REASON,TALK,,음… 길게 말하면 몰라. 같이 뭘 하면 돼?,,,CHECK_MOOD:ROUND2,,
FOOLISH,ROUND2,CHOICE,System,어떻게 대화를 이어 갈까?,,,"SECOND_RELIEVE,SECOND_FLIRT,SECOND_REQUEST,SECOND_INSULT",,
FOOLISH,SECOND_RELIEVE,BRANCH,플레이어,[안심] 서로 해치지 말자고 한다,,TONE:Relieve,REACT_RELIEVE,,
FOOLISH,SECOND_FLIRT,BRANCH,플레이어,[호감] 재치 있게 칭찬한다,,TONE:Flirt,REACT_FLIRT,,
FOOLISH,SECOND_REQUEST,BRANCH,플레이어,[요청] 내 사정을 설명한다,,TONE:Request,REACT_NEED,,
FOOLISH,SECOND_INSULT,BRANCH,플레이어,[모욕] 상대를 깎아내린다,,TONE:Insult,REACT_INSULT,,
FOOLISH,REACT_RELIEVE,TALK,,안 아프게 한다고? 좋아. 그러면 조금 더 들을래.,,,CHECK_MOOD:NEGO_START,,
FOOLISH,REACT_FLIRT,TALK,,그거 칭찬이야? 무슨 뜻인지 잘 모르겠어.,,,CHECK_MOOD:NEGO_START,,
FOOLISH,REACT_INSULT,TALK,,나 놀리는 거 알아! 이제 너랑 말 안 해!,,,CHECK_MOOD:ANGRY,,
FOOLISH,NEGO_START,CHOICE,,그래서… 같이 뭘 하자고?,,,"THIRD_REASON,THIRD_REQUEST,THIRD_MAD,THIRD_LEAVE",,
FOOLISH,THIRD_REASON,BRANCH,플레이어,[설득] 서로의 역할과 책임을 설명한다,,TONE:Persuade,REACT_PLAN,,
FOOLISH,THIRD_REQUEST,BRANCH,플레이어,[요청] 도움이 필요하다고 말한다,,TONE:Request,REACT_REQUEST,,
FOOLISH,THIRD_MAD,BRANCH,플레이어,[화냄] 답답하다며 화를 낸다,,TONE:Mad,REACT_MAD,,
FOOLISH,THIRD_LEAVE,BRANCH,플레이어,[종료] 대화를 마친다,,,FAREWELL,,
FOOLISH,REACT_PLAN,TALK,,서로 도와주면 된다고? 그건 알겠어.,,,CHECK_MOOD:GOAL,,
FOOLISH,REACT_REQUEST,TALK,,도와달라는 거지? 응. 무슨 뜻인지 알겠어.,,,CHECK_MOOD:GOAL,,
FOOLISH,REACT_MAD,TALK,,왜 또 화내? 천천히 말해!,,,CHECK_MOOD:GOAL,,
FOOLISH,GOAL,CHOICE,,이제 뭘 원해?,,,"ASK_JOIN,ASK_ITEM,ASK_LEAVE",,
FOOLISH,ASK_JOIN,BRANCH,플레이어,[동료] 함께 가자고 제안한다,,TONE:Persuade,JOIN_CHECK,,
FOOLISH,ASK_ITEM,BRANCH,플레이어,[보상] 물품이나 다른 도움을 요청한다,,,REWARD_CHOICE,,
FOOLISH,ASK_LEAVE,BRANCH,플레이어,[종료] 여기서 대화를 마친다,,,FAREWELL,,
FOOLISH,JOIN_CHECK,TALK,,같이 가자고? 음… 생각할게.,,,CHECK_MOOD:TRADE:Recruit,,
FOOLISH,ITEM_CHECK,TALK,,내 물건 하나 줄까? 있는지 볼게.,,,CHECK_MOOD:TRADE:Item,,
FOOLISH,SUCCESS_RECRUIT,TALK,,좋아! 같이 갈래. 어려운 건 천천히 알려 줘!,,,END,,
FOOLISH,FAIL_RECRUIT,TALK,,지금은 같이 못 가. 다음에 말해.,,,END,,
FOOLISH,SUCCESS_ITEM,TALK,,이거 가져! 잃어버리면 안 돼.,,,END,,
FOOLISH,FAIL_ITEM,TALK,,줄 거 없어. 아무리 봐도 없어.,,,END,,
FOOLISH,INSUFFICIENT_ITEM,TALK,,지급할 자원이 부족하거나 안전하게 건넬 수 없는 상태군요. 아무것도 받지 않았으니 이만 마칠게요.,,,END,,
FOOLISH,FAREWELL,TALK,,그럼 나 갈게. 잘 가.,,,END,,
FOOLISH,NEGO_REJECT,TALK,,싫어! 더는 말 안 할 거야!,,,END,,
FOOLISH,FAIL,TALK,,싫어! 더는 말 안 할 거야!,,,END,,
FOOLISH,REACT_NEED,TALK,,도와달라는 거지? 응. 무슨 뜻인지 알겠어.,,,CHECK_MOOD:NEGO_START,,
FOOLISH,REWARD_CHOICE,CHOICE,System,어떤 도움을 요청할까?,,,"REQUEST_ITEM,REQUEST_GOLD,REQUEST_RECOVERY,REWARD_LEAVE",,
FOOLISH,REQUEST_ITEM,BRANCH,플레이어,[물건] 아이템 하나를 나눠 달라고 한다,,TONE:Request,ITEM_CHECK,,
FOOLISH,REQUEST_GOLD,BRANCH,플레이어,[돈] {RewardGold} GOLD를 부탁한다,,TONE:Request,GOLD_CHECK,,
FOOLISH,REQUEST_RECOVERY,BRANCH,플레이어,[회복] 교섭자의 HP 또는 MP 회복을 부탁한다,,,RECOVERY_CHOICE,,
FOOLISH,REWARD_LEAVE,BRANCH,플레이어,[종료] 대화를 마친다,,,FAREWELL,,
FOOLISH,RECOVERY_CHOICE,CHOICE,System,누구의 자원을 회복하는지 확인하자. 회복 대상은 지금 교섭하는 아군이다.,,,"REQUEST_HP,REQUEST_MP,RECOVERY_LEAVE",,
FOOLISH,REQUEST_HP,BRANCH,플레이어,[HP] HP 최대 {RewardHP} 회복을 부탁한다,,TONE:Request,HP_CHECK,,
FOOLISH,REQUEST_MP,BRANCH,플레이어,[MP] MP 최대 {RewardMP} 회복을 부탁한다,,TONE:Request,MP_CHECK,,
FOOLISH,RECOVERY_LEAVE,BRANCH,플레이어,[종료] 대화를 마친다,,,FAREWELL,,
FOOLISH,GOLD_CHECK,TALK,System,(돈 지원을 요청한다.),,,CHECK_MOOD:TRADE:Gold,,
FOOLISH,HP_CHECK,TALK,System,(교섭자의 HP 회복을 요청한다.),,,CHECK_MOOD:TRADE:HP,,
FOOLISH,MP_CHECK,TALK,System,(교섭자의 MP 회복을 요청한다.),,,CHECK_MOOD:TRADE:MP,,
FOOLISH,DEMAND_GOLD,TALK,,나도 필요한 거 있어. 먼저 하나만 줘. 공동 활동에 쓸 돈이 필요하다.,,,COST_GOLD,,
FOOLISH,COST_GOLD,CHOICE,System,요구: {DemandGold} GOLD. 지급한 자원은 환불되지 않는다. 상대가 대가만 받고 도망칠 수 있다.,,,"ACCEPT_GOLD,REFUSE_GOLD",,
FOOLISH,ACCEPT_GOLD,BRANCH,플레이어,[지급] {DemandGold} GOLD 건네기,,TONE:Accept,PAY_GOLD,,
FOOLISH,REFUSE_GOLD,BRANCH,플레이어,[거절] 아무것도 주지 않고 대화를 마친다,,,REFUSED,,
FOOLISH,PAY_GOLD,TALK,System,(건넬 자원을 확인한다.),,,CHECK_MOOD:PAY:Gold,,
FOOLISH,DEMAND_ITEM,TALK,,나도 필요한 거 있어. 먼저 하나만 줘. 여행에 쓸 물품이 필요하다.,,,COST_ITEM,,
FOOLISH,COST_ITEM,CHOICE,System,요구: {DemandItem} 1개. 지급한 자원은 환불되지 않는다. 상대가 대가만 받고 도망칠 수 있다.,,,"ACCEPT_ITEM,REFUSE_ITEM",,
FOOLISH,ACCEPT_ITEM,BRANCH,플레이어,[지급] {DemandItem} 1개 건네기,,TONE:Accept,PAY_ITEM,,
FOOLISH,REFUSE_ITEM,BRANCH,플레이어,[거절] 아무것도 주지 않고 대화를 마친다,,,REFUSED,,
FOOLISH,PAY_ITEM,TALK,System,(건넬 자원을 확인한다.),,,CHECK_MOOD:PAY:Item,,
FOOLISH,DEMAND_HP,TALK,,나도 필요한 거 있어. 먼저 하나만 줘. 네 생명력을 아주 조금 나누어 줘.,,,COST_HP,,
FOOLISH,COST_HP,CHOICE,System,요구: 교섭자의 HP {DemandHP}. 지급 후 HP가 1 이상 남아야 한다. 지급한 자원은 환불되지 않는다. 상대가 대가만 받고 도망칠 수 있다.,,,"ACCEPT_HP,REFUSE_HP",,
FOOLISH,ACCEPT_HP,BRANCH,플레이어,[지급] 교섭자의 HP {DemandHP} 건네기,,TONE:Accept,PAY_HP,,
FOOLISH,REFUSE_HP,BRANCH,플레이어,[거절] 아무것도 주지 않고 대화를 마친다,,,REFUSED,,
FOOLISH,PAY_HP,TALK,System,(건넬 자원을 확인한다.),,,CHECK_MOOD:PAY:HP,,
FOOLISH,DEMAND_MP,TALK,,나도 필요한 거 있어. 먼저 하나만 줘. 네 마력을 아주 조금 나누어 줘.,,,COST_MP,,
FOOLISH,COST_MP,CHOICE,System,요구: 교섭자의 MP {DemandMP}. MP가 부족하면 지급하지 않는다. 지급한 자원은 환불되지 않는다. 상대가 대가만 받고 도망칠 수 있다.,,,"ACCEPT_MP,REFUSE_MP",,
FOOLISH,ACCEPT_MP,BRANCH,플레이어,[지급] 교섭자의 MP {DemandMP} 건네기,,TONE:Accept,PAY_MP,,
FOOLISH,REFUSE_MP,BRANCH,플레이어,[거절] 아무것도 주지 않고 대화를 마친다,,,REFUSED,,
FOOLISH,PAY_MP,TALK,System,(건넬 자원을 확인한다.),,,CHECK_MOOD:PAY:MP,,
FOOLISH,REFUSED,TALK,System,(요구를 거절했다. 자원을 지급하지 않고 대화를 마쳤다.),,,END,,
FOOLISH,TRADE_DECLINED,TALK,,그건 지금 못 해. 다른 걸 생각해.,,,END,,
FOOLISH,SUCCESS_GOLD,TALK,,받았어! 나도 도와줄게. {RewardGold} GOLD를 건넸다.,,,END,,
FOOLISH,SUCCESS_HP,TALK,,"받았어! 나도 도와줄게. 상처가 조금 아물었다. (최대 {RewardHP}, 최대 HP와 회복 효과에 따라 달라짐.)",,,END,,
FOOLISH,SUCCESS_MP,TALK,,"받았어! 나도 도와줄게. 마력이 조금 돌아왔다. (최대 {RewardMP}, 최대 MP까지만 회복.)",,,END,,
FOOLISH,FLED,TALK,,"받았으니까… 나 이제 가도 돼? 응, 갈게!",,,FLED_NOTICE,,
FOOLISH,FLED_NOTICE,TALK,System,(몬스터가 받은 것만 챙겨 도망쳤다. 이번 교섭의 합류·보상은 없다.),,,END,,
FOOLISH,FAIL_REWARD,TALK,System,(지급은 끝났지만 상황이 바뀌어 지원을 받지 못했다. 대화가 종료된다.),,,END,,
FOOLISH,RACE_LINE,,,너도 인간이야? 그래도 무슨 생각인지는 말해 줘.,,,,Human,
FOOLISH,RACE_LINE,,,낯선 냄새야. 갑자기 가까이 오지 마.,,,,Beast,
FOOLISH,RACE_LINE,,,너랑 모습 달라. 그래도 말은 알아.,,,,Demihuman,
FOOLISH,RACE_LINE,,,나 악마야. 약속은 함부로 하면 안 돼.,,,,Demon,
FOOLISH,RACE_LINE,,,용의 힘 필요해? 어디에 쓸 건데?,,,,Dragon,
FOOLISH,RACE_LINE,,,요청 들었어. 무슨 일을 하면 돼?,,,,Machine,
FOOLISH,RACE_LINE,,,뿌리 다치게 하지 마. 천천히 이야기해.,,,,Plant,
FOOLISH,RACE_LINE,,,눈에 안 보여도 여기 있어. 내 말 들어.,,,,Spirit,
FOOLISH,RACE_LINE,,,죽었어도 생각은 남아. 하고 싶은 일도 있어.,,,,Undead,
FOOLISH,RACE_LINE,,,요정하고 약속하면 지켜야 해. 나도 지킬게.,,,,Fairy,
FOOLISH,RACE_LINE,,,내 힘 필요해? 그러면 무슨 일인지 말해.,,,,Divine,
FOOLISH,RACE_LINE,,,만들어진 몸이야. 그래도 싫은 건 싫어.,,,,Construct,
FOOLISH,RACE_LINE,,,이상하게 생겼어? 그래도 네 말 듣고 있어.,,,,Aberration,
FOOLISH,GENDER_LINE,,,"나 {MonsterName}. 너 말, 천천히 해.",,,,,Male
FOOLISH,GENDER_LINE,,,나는 {MonsterName}. 하나씩 말하면 들을게.,,,,,Female
FOOLISH,GENDER_LINE,,,{MonsterName}. 그렇게 부르면 알아.,,,,,None
CHILDISH,INTRO,TALK,,잠깐 쉬자는 거야? 좋아! 재미있는 이야기면 들어 줄게.,,,RACE_LINE,,
CHILDISH,RACE_LINE,TALK,,서로 다른 곳에서 왔더라도 말은 통할 수 있겠지.,,,GENDER_LINE,,
CHILDISH,GENDER_LINE,TALK,,나는 {MonsterName}. 용건을 듣겠다.,,,OPEN,,
CHILDISH,OPEN,CHOICE,System,어떤 태도로 말을 걸까?,,,"OPEN_GENTLE,OPEN_THREAT,OPEN_REASON,OPEN_LEAVE",,
CHILDISH,OPEN_GENTLE,BRANCH,플레이어,[우호] 먼저 인사한다,,TONE:Gentle,REACT_GENTLE,,
CHILDISH,OPEN_THREAT,BRANCH,플레이어,[위압] 물러서지 않고 맞선다,,TONE:Threat,REACT_THREAT,,
CHILDISH,OPEN_REASON,BRANCH,플레이어,[설득] 협력할 이유를 설명한다,,TONE:Persuade,REACT_REASON,,
CHILDISH,OPEN_LEAVE,BRANCH,플레이어,[종료] 대화를 마친다,,,FAREWELL,,
CHILDISH,REACT_GENTLE,TALK,,"먼저 인사하다니 제법인데? 그래, 무슨 이야기야?",,,CHECK_MOOD:ROUND2,,
CHILDISH,REACT_THREAT,TALK,,"우와, 무섭게 말하면 내가 좋아할 줄 알았어?",,,CHECK_MOOD:ROUND2,,
CHILDISH,REACT_REASON,TALK,,함께 가면 뭐가 달라지는데? 궁금하게 만들 줄 아네!,,,CHECK_MOOD:ROUND2,,
CHILDISH,ROUND2,CHOICE,System,어떻게 대화를 이어 갈까?,,,"SECOND_RELIEVE,SECOND_FLIRT,SECOND_REQUEST,SECOND_INSULT",,
